Specimen ID,Data Source,Order,Family,Genus,Species,Voucher specimen,Specimen barcode,Collection date,Country of origin,Material sampled,No. of genes recovered,No. of bp recovered,Fasta file url
15467,PAFTOL,Asterales,Asteraceae,Arctotheca,Arctotheca calendula,"Savolainen, V. & Powell, M.  1801 (K)",,,,DNA bank,344,167238,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621333.Arctotheca_calendula.a353.fasta
15469,PAFTOL,Asterales,Asteraceae,Pogonolepis,Pogonolepis stricta,"Smith, R.J.; Hopper, S.D.; Sweedman, L. 135 (K)",,,,DNA bank,347,176157,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621334.Pogonolepis_stricta.a353.fasta
15471,PAFTOL,Asterales,Asteraceae,Brachyscome,Brachyscome iberidifolia,"Smith, R.J.; Hopper, S.D.; Sweedman, L. 147 (K)",,,,DNA bank,347,174807,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621335.Brachyscome_iberidifolia.a353.fasta
15473,PAFTOL,Asterales,Asteraceae,Siloxerus,Siloxerus tomentosus,"Smith, R.J.; Hopper, S.D.; Sweedman, L. 149 (K)",,,,DNA bank,348,181368,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621336.Siloxerus_tomentosus.a353.fasta
15475,PAFTOL,Asterales,Asteraceae,Vittadinia,Vittadinia sp.,"Smith, R.J.; Hopper, S.D.; Sweedman, L. 154 (K)",,,,DNA bank,345,178701,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621337.Vittadinia_sp.a353.fasta
15477,PAFTOL,Asterales,Asteraceae,Gilberta,Gilberta tenuifolia,"Smith, R.J.; Sweedman, L.; Hopper, S.; McQuoid, N.; Garlett, R. 296 (K)",,,,DNA bank,346,185406,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621338.Gilberta_tenuifolia.a353.fasta
15479,PAFTOL,Asterales,Asteraceae,Lawrencella,Lawrencella rosea,"Smith, R.J. 301 (K)",,,,DNA bank,339,166461,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621339.Lawrencella_rosea.a353.fasta
15481,PAFTOL,Asterales,Asteraceae,Callilepis,Callilepis sp.,"Styles, D.G.A. 2348 (K)",,,,DNA bank,340,158424,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621340.Callilepis_sp.a353.fasta
15483,PAFTOL,Asterales,Asteraceae,Crassocephalum,Crassocephalum crepidioides,"Styles, D.G.A. 2608 (K)",,,,DNA bank,336,167073,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621341.Crassocephalum_crepidioides.a353.fasta
15485,PAFTOL,Asterales,Asteraceae,Nidorella,Nidorella sp.,Styles. D.G.A. 210 (K),,,,DNA bank,345,164316,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621342.Nidorella_sp.a353.fasta
15487,PAFTOL,Asterales,Asteraceae,Millotia,Millotia myosotidifolia,"Sweedman, L.; Smith, R.J.; Hopper, S.D. 196 (K)",,,,DNA bank,349,187062,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621343.Millotia_myosotidifolia.a353.fasta
15489,PAFTOL,Asterales,Asteraceae,Blennospora,Blennospora drummondii,"Sweedman, L.; Smith, R.J.; Hopper, S.D. 201 (K)",,,,DNA bank,340,164379,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621344.Blennospora_drummondii.a353.fasta
15491,PAFTOL,Asterales,Asteraceae,Papuacalia,Papuacalia carstenszensis,"Willis, F.R. 192 (K)",,,,DNA bank,347,198345,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621345.Papuacalia_carstenszensis.a353.fasta
15493,PAFTOL,Asterales,Asteraceae,Zaluzania,Zaluzania subcordata,"Calzada, J.I.  24635 (K)",,,,Silica dried,343,173619,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621346.Zaluzania_subcordata.a353.fasta
15497,PAFTOL,Asterales,Asteraceae,Achillea,Achillea maritima,RBG Kew DNA Bank 19533,,,,DNA bank,335,159162,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621347.Achillea_maritima.a353.fasta
15501,PAFTOL,Asterales,Asteraceae,Osteospermum,Osteospermum ilicifolium,RBG Kew DNA Bank 27402,,,,DNA bank,347,175185,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621348.Osteospermum_ilicifolium.a353.fasta
15503,PAFTOL,Asterales,Asteraceae,Eumorphia,Eumorphia davyi,MPU 7 (K),,,,DNA bank,344,156279,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621349.Eumorphia_davyi.a353.fasta
15505,PAFTOL,Asterales,Asteraceae,Lopholaena,Lopholaena disticha,MPU 8 (K),,,,DNA bank,341,182421,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621350.Lopholaena_disticha.a353.fasta
15507,PAFTOL,Asterales,Asteraceae,Polyarrhena,Polyarrhena reflexa,RBG Kew DNA Bank 27958,,,,DNA bank,340,169179,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621351.Polyarrhena_reflexa.a353.fasta
15509,PAFTOL,Asterales,Asteraceae,Schistostephium,Schistostephium umbellatum,RBG Kew DNA Bank 28976,,,,DNA bank,342,169650,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621352.Schistostephium_umbellatum.a353.fasta
15511,PAFTOL,Asterales,Asteraceae,Iphiona,Iphiona scabra,RBG Kew DNA Bank 71497,,,,DNA bank,347,170769,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621353.Iphiona_scabra.a353.fasta
15513,PAFTOL,Asterales,Asteraceae,Ixiolaena,Ixiolaena chloroleuca,RBG Kew DNA Bank 71748,,,,DNA bank,346,184935,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621354.Ixiolaena_chloroleuca.a353.fasta
15547,PAFTOL,Boraginales,Boraginaceae,Arnebia,Arnebia benthamii,"Chase, M.W. 34887 (K)",,1995,Pakistan,DNA bank,326,127245,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621355.Arnebia_benthamii.a353.fasta
15549,PAFTOL,Boraginales,Boraginaceae,Brachybotrys,Brachybotrys paridiformis,E. A. Pimenova s.n.; 88112 (K),,,Russian Federation (the),Silica dried,330,142440,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621356.Brachybotrys_paridiformis.a353.fasta
15553,PAFTOL,Boraginales,Boraginaceae,Brunnera,Brunnera macrophylla,RBG Kew Living Collection 1948-24801,,,,DNA bank,338,156654,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621357.Brunnera_macrophylla.a353.fasta
15555,PAFTOL,Boraginales,Boraginaceae,Aegonychon,Aegonychon purpurocaeruleum,"Chase, M.W. 6055 (K)",,,Germany,DNA bank,335,133941,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621358.Aegonychon_purpurocaeruleum.a353.fasta
15557,PAFTOL,Boraginales,Boraginaceae,Caccinia,Caccinia strigosa,"Chase, M.W. 38129.19692 (K)",,,,DNA bank,342,160707,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621359.Caccinia_strigosa.a353.fasta
15559,PAFTOL,Boraginales,Boraginaceae,Cerinthe,Cerinthe major,"Chase, M.W. 6056 (K)",,,,DNA bank,334,146121,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621360.Cerinthe_major.a353.fasta
15561,PAFTOL,Boraginales,Boraginaceae,Oreocarya,Oreocarya virgata,"Chase, M.W. 6092 (K)",,,,DNA bank,335,149097,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621361.Oreocarya_virgata.a353.fasta
15569,PAFTOL,Boraginales,Boraginaceae,Lindelofia,Lindelofia anchusoides,"Chase, M.W. 38131.19907 (K)",,,India,DNA bank,334,156954,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621362.Lindelofia_anchusoides.a353.fasta
15571,PAFTOL,Boraginales,Boraginaceae,Lobostemon,Lobostemon fruticosus,RBG Kew Living Collection 2002-438,,,South Africa,DNA bank,338,151461,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621363.Lobostemon_fruticosus.a353.fasta
15573,PAFTOL,Boraginales,Boraginaceae,Paramoltkia,Paramoltkia doerfleri,"Chase, M.W. 38130.19603 (K)",,,,DNA bank,335,148857,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621364.Paramoltkia_doerfleri.a353.fasta
15579,PAFTOL,Boraginales,Boraginaceae,Pulmonaria,Pulmonaria rubra,RBG Kew Living Collection 1994-1200,,,,DNA bank,337,145869,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621365.Pulmonaria_rubra.a353.fasta
15581,PAFTOL,Boraginales,Boraginaceae,Rotula,Rotula aquatica,"Momoh, J. 130 (K)",K001243255,2016,Sierra Leone,Silica dried,349,196698,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621366.Rotula_aquatica.a353.fasta
15597,PAFTOL,Rosales,Rhamnaceae,Ampelozizyphus,Ampelozizyphus amazonicus,Vilhena & Taylor 1004 (K),,,Brazil,DNA bank,345,198312,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621367.Ampelozizyphus_amazonicus.a353.fasta
15599,PAFTOL,Rosales,Rhamnaceae,Bathiorhamnus,Bathiorhamnus cryptophorus,Labor & DuPuy 2044 (K),,1990,Madagascar,DNA bank,346,191895,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621368.Bathiorhamnus_cryptophorus.a353.fasta
15609,PAFTOL,Rosales,Rhamnaceae,Gouania,Gouania mauritiana,"Chase, M.W. 904 (K)",,1983,France,DNA bank,347,194055,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621369.Gouania_mauritiana.a353.fasta
15611,PAFTOL,Rosales,Rhamnaceae,Helinus,Helinus integrifolius,Thulin & Warfa 5865 (K),,1986,,DNA bank,346,198105,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621370.Helinus_integrifolius.a353.fasta
15613,PAFTOL,Rosales,Rhamnaceae,Hovenia,Hovenia dulcis,"Chase, M.W. 968 (K)",,1989,Korea (the Republic of),DNA bank,347,216327,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621371.Hovenia_dulcis.a353.fasta
15617,PAFTOL,Rosales,Rhamnaceae,Maesopsis,Maesopsis eminii,"Chase, M.W. 1338 (K)",,,Indonesia,DNA bank,346,204384,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621372.Maesopsis_eminii.a353.fasta
15619,PAFTOL,Rosales,Rhamnaceae,Paliurus,Paliurus spina-christi,"Chase, M.W. 969 (K)",,,Bulgaria,DNA bank,351,217701,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621373.Paliurus_spina-christi.a353.fasta
15623,PAFTOL,Rosales,Rhamnaceae,Pomaderris,Pomaderris rugosa,"Chase, M.W. 857 (K)",,,New Zealand,DNA bank,347,204702,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621374.Pomaderris_rugosa.a353.fasta
15625,PAFTOL,Rosales,Rhamnaceae,Reissekia,Reissekia smilacina,"Arbo, AMM 4925 (K)",,1991,Brazil,DNA bank,348,202335,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621375.Reissekia_smilacina.a353.fasta
15633,PAFTOL,Rosales,Rhamnaceae,Sageretia,Sageretia thea,Collenette 993 (K),,1993,Saudi Arabia,DNA bank,350,217242,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621376.Sageretia_thea.a353.fasta
15637,PAFTOL,Rosales,Rhamnaceae,Spyridium,Spyridium sp.,"Chase, M.W. 2183 (K)",,,Australia,DNA bank,348,191670,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621377.Spyridium_sp.a353.fasta
15639,PAFTOL,Rosales,Rhamnaceae,Retanilla,Retanilla trinervia,"Walle, E & Sparre, B 2430 (K)",,,,DNA bank,345,205866,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621378.Retanilla_trinervia.a353.fasta
15641,PAFTOL,Rosales,Rhamnaceae,Trymalium,Trymalium ledifolium,"Chase, M.W. 2184 (K)",,,Australia,DNA bank,346,209895,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621379.Trymalium_ledifolium.a353.fasta
15645,PAFTOL,Rosales,Rosaceae,Acaena,Acaena tenera,"Chase, M.W. 18902 (K)",,,South Georgia and the South Sandwich Islands,DNA bank,350,211902,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621380.Acaena_tenera.a353.fasta
15647,PAFTOL,Rosales,Rosaceae,Alchemilla,Alchemilla glabra,"Fay, M.F. 201 (K)",,2000,United Kingdom of Great Britain and Northern Ireland (the),DNA bank,346,197832,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621381.Alchemilla_glabra.a353.fasta
15649,PAFTOL,Rosales,Rosaceae,Chamaebatiaria,Chamaebatiaria millefolium,"Chase, M.W. 17741 (K)",,,United States of America,DNA bank,350,215421,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621382.Chamaebatiaria_millefolium.a353.fasta
15653,PAFTOL,Rosales,Rosaceae,Cotoneaster,Cotoneaster integerrimus,"Chase, M.W. 6627 (K)",,,,DNA bank,349,209409,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621383.Cotoneaster_integerrimus.a353.fasta
15655,PAFTOL,Rosales,Rosaceae,Exochorda,Exochorda racemosa,"Chase, M.W. 13027 (K)",,2002,,DNA bank,344,201654,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621384.Exochorda_racemosa.a353.fasta
15657,PAFTOL,Rosales,Rosaceae,Fallugia,Fallugia paradoxa,"Chase, M.W. 19121 (K)",,,,DNA bank,350,215718,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621385.Fallugia_paradoxa.a353.fasta
15659,PAFTOL,Rosales,Rosaceae,Filipendula,Filipendula vulgaris,"Fay, M.F. & M.W. Chase, MFF 661 (K)",,2003,,DNA bank,345,195591,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621386.Filipendula_vulgaris.a353.fasta
15661,PAFTOL,Rosales,Rosaceae,Kageneckia,Kageneckia lanceolata,Weigend et al. 5074 (K),,,,DNA bank,347,198654,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621387.Kageneckia_lanceolata.a353.fasta
15663,PAFTOL,Rosales,Rosaceae,Leucosidea,Leucosidea sericea,"Chase, M.W. 6563 (K)",,,,DNA bank,347,200985,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621388.Leucosidea_sericea.a353.fasta
15665,PAFTOL,Rosales,Rosaceae,Photinia,Photinia davidiana,"Chase, M.W. 17894 (K)",,1985,,DNA bank,348,206733,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621389.Photinia_davidiana.a353.fasta
15667,PAFTOL,Rosales,Rosaceae,Polylepis,Polylepis australis,"Chase, M.W. 3693 (K)",,,,DNA bank,347,208245,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621390.Polylepis_australis.a353.fasta
15671,PAFTOL,Rosales,Rosaceae,Potentilla,Potentilla tetrandra,"Chase, M.W. 3784 (K)",,1994,,DNA bank,348,220005,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621391.Potentilla_tetrandra.a353.fasta
15673,PAFTOL,Rosales,Rosaceae,Sorbaria,Sorbaria kirilowii,RBG Kew Living Collection 2001-4394,,2001,,DNA bank,351,225567,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621392.Sorbaria_kirilowii.a353.fasta
15675,PAFTOL,Rosales,Rosaceae,Spiraea,Spiraea japonica,RBG Kew Living Collection 2001-2781,,,,DNA bank,350,221622,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621393.Spiraea_japonica.a353.fasta
15681,PAFTOL,Santalales,Loranthaceae,Amyema,Amyema sp.,"Johns, R.J. 9576 (K)",,1998,Indonesia,DNA bank,322,117372,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621394.Amyema_sp.a353.fasta
15683,PAFTOL,Santalales,Loranthaceae,Baratranthus,Baratranthus nodiflorus,"Chase, M.W. 17406 (K)",,,Sri Lanka,DNA bank,319,117705,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621395.Baratranthus_nodiflorus.a353.fasta
15685,PAFTOL,Santalales,Santalaceae,Cervantesia,Cervantesia tomentosa,"Hutehinson, P.C. 1058 (K)",,,Peru,DNA bank,292,55659,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621396.Cervantesia_tomentosa.a353.fasta
15687,PAFTOL,Santalales,Loranthaceae,Dendrophthoe,Dendrophthoe neelgherrensis,"Chase, M.W. 17409 (K)",,,Sri Lanka,DNA bank,330,139713,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621397.Dendrophthoe_neelgherrensis.a353.fasta
15689,PAFTOL,Santalales,Loranthaceae,Gaiadendron,Gaiadendron sp.,"Monro, A.K. & Santamaria Aguilar, D. 8172 (K)",,2018,Costa Rica,Silica dried,341,172356,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621398.Gaiadendron_sp.a353.fasta
15691,PAFTOL,Santalales,Loranthaceae,Loranthus,Loranthus europaeus,"Chase, M.W. 14152 (K)",,2002,Austria,DNA bank,324,117378,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621399.Loranthus_europaeus.a353.fasta
15693,PAFTOL,Santalales,Loranthaceae,Lysiana,Lysiana sp.,"Smith, R.J., Hopper, S.D. & Sweedman, L. 243 (K)",,2009,Australia,DNA bank,317,109623,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621400.Lysiana_sp.a353.fasta
15699,PAFTOL,Santalales,Loranthaceae,Muellerina,Muellerina eucalyptoides,"Aston, H.I. 2615 (K)",,1987,Australia,DNA bank,324,118746,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621401.Muellerina_eucalyptoides.a353.fasta
15701,PAFTOL,Santalales,Loranthaceae,Nuytsia,Nuytsia floribunda,"Dixon, K. W. 1002 (K)",,2007,Australia,DNA bank,343,177894,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621402.Nuytsia_floribunda.a353.fasta
15703,PAFTOL,Santalales,Loranthaceae,Oncella,Oncella curviramea,"Osborne, J.; Beira, B.; Issufo, I.; Matimele, H.; Mucaleque, P. 1321 (K)",K000569673,2017,Mozambique,Silica dried,303,85368,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621403.Oncella_curviramea.a353.fasta
15705,PAFTOL,Santalales,Loranthaceae,Struthanthus,Struthanthus quercicola,"Santamaria Aguilar, D. & Monro, A.K. 9930 (K)",,2018,Costa Rica,Silica dried,335,157614,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621404.Struthanthus_quercicola.a353.fasta
15707,PAFTOL,Santalales,Loranthaceae,Tapinanthus,Tapinanthus forbesii,"Darbyshire, I.; Agostenho, M.; Fansdeo, G.; Matimele, H.; Mucaleque, P.; Osborne, J.; Tanleque, C. 1099 (K)",K000569672,2017,Mozambique,Silica dried,284,67728,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621405.Tapinanthus_forbesii.a353.fasta
15709,PAFTOL,Santalales,Loranthaceae,Taxillus,Taxillus sclerophyllus,"Chase, M.W. 17408 (K)",,,Sri Lanka,DNA bank,335,158679,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621406.Taxillus_sclerophyllus.a353.fasta
15717,PAFTOL,Santalales,Santalaceae,Exocarpos,Exocarpos sparteus,"Smith, R.J. & Hopper, S.D. 76 (K)",,2007,Australia,DNA bank,342,184101,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621407.Exocarpos_sparteus.a353.fasta
15719,PAFTOL,Santalales,Santalaceae,Korthalsella,Korthalsella japonica,"Chase, M.W. 17414 (K)",,,Sri Lanka,DNA bank,301,95217,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621408.Korthalsella_japonica.a353.fasta
15723,PAFTOL,Santalales,Santalaceae,Phoradendron,Phoradendron sp.,"Monro, A.K. & Santamaria Aguilar, D. 8124 (K)",,2018,Costa Rica,Silica dried,279,75537,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621409.Phoradendron_sp.a353.fasta
15725,PAFTOL,Santalales,Santalaceae,Santalum,Santalum album,RBGKewTissueBank 2014204 (K),,2017,,Silica dried,347,199998,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621410.Santalum_album.a353.fasta
15751,PAFTOL,Zygophyllales,Zygophyllaceae,Guaiacum,Guaiacum officinale,"Sheahan, M-C. s.n.; 910 (K)",,,,DNA bank,349,191004,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621411.Guaiacum_officinale.a353.fasta
15753,PAFTOL,Zygophyllales,Zygophyllaceae,Larrea,Larrea tridentata,"Sheahan, M-C. s.n.; 915 (K)",,,United States of America,DNA bank,344,183279,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621412.Larrea_tridentata.a353.fasta
15755,PAFTOL,Zygophyllales,Zygophyllaceae,Plectrocarpa,Plectrocarpa tetracantha,Hunziker 22336 (K),,1973,Argentina,DNA bank,345,171828,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621413.Plectrocarpa_tetracantha.a353.fasta
15757,PAFTOL,Zygophyllales,Zygophyllaceae,Porlieria,Porlieria chilensis,"Sheahan, M-C. s.n.; 1971-1063 (K)",,,Chile,DNA bank,345,197985,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621414.Porlieria_chilensis.a353.fasta
15765,PAFTOL,Poales,Poaceae,Diarrhena,Diarrhena fauriei,"Furuse, M. 47966 (K)",K001418229,1969,Japan,Herbarium,324,184125,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621415.Diarrhena_fauriei.a353.fasta
15767,PAFTOL,Poales,Poaceae,Danthoniastrum,Danthoniastrum brevidentatum,"Jávorka, S. s.n.  (K)",K001418225,1918,Albania,Herbarium,332,166962,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621416.Danthoniastrum_brevidentatum.a353.fasta
15769,PAFTOL,Poales,Poaceae,Duthiea,Duthiea bromoides,"Ali, C.C. 218 (K)",K001418227,1954,Pakistan,Herbarium,332,202188,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621417.Duthiea_bromoides.a353.fasta
15771,PAFTOL,Poales,Poaceae,Metcalfia,Metcalfia mexicana,"Peterson, P.M. 8462 (K)",K001418228,1989,Mexico,Herbarium,342,209514,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621418.Metcalfia_mexicana.a353.fasta
15773,PAFTOL,Poales,Poaceae,Pappagrostis,Pappagrostis pappophorea,Keng & Keng 5632 (K),K000808489,,,Herbarium,338,211179,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621419.Pappagrostis_pappophorea.a353.fasta
15775,PAFTOL,Poales,Poaceae,Pseudodanthonia,Pseudodanthonia himalaica,Duthie 14467 (K),K000032236,,,Herbarium,331,183900,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621420.Pseudodanthonia_himalaica.a353.fasta
15777,PAFTOL,Poales,Poaceae,Stephanachne,Stephanachne nigrescens,Fang 4026 (K),K000308202,,,Herbarium,337,210558,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621421.Stephanachne_nigrescens.a353.fasta
15779,PAFTOL,Poales,Poaceae,Koordersiochloa,Koordersiochloa longiarista,Fernandez Casas 11170 (K),K001418222,1989,Equatorial Guinea,Herbarium,339,197745,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621422.Koordersiochloa_longiarista.a353.fasta
15781,PAFTOL,Poales,Poaceae,Lycochloa,Lycochloa avenacea,"Davis, P.H. 6095A (K)",K001418220,1943,Lebanon,Herbarium,314,136875,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621423.Lycochloa_avenacea.a353.fasta
15783,PAFTOL,Poales,Poaceae,Agrostis,Agrostis hygrometrica,"Parodi OR Pedersen, T.M. 7148 (K)",K001418221,1964,Argentina,Herbarium,328,177162,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621424.Agrostis_hygrometrica.a353.fasta
15785,PAFTOL,Poales,Poaceae,Polypogon,Polypogon chilensis,"Schinini, A. 19074 (K)",K001418217,1979,Argentina,Herbarium,334,184308,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621425.Polypogon_chilensis.a353.fasta
15787,PAFTOL,Poales,Poaceae,Hypseochloa,Hypseochloa cameroonensis,"Mildbraed, J. 10881 (K)",K000182105,1928,Cameroon,Herbarium,333,191262,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621426.Hypseochloa_cameroonensis.a353.fasta
15789,PAFTOL,Poales,Poaceae,Ancistragrostis,Ancistragrostis uncinioides,"Craven, L.A. 3006 (K)",K001418219,1974,,Herbarium,323,112446,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621427.Ancistragrostis_uncinioides.a353.fasta
15793,PAFTOL,Poales,Poaceae,Agropyropsis,Agropyropsis lolium,Kralik  7 (K),K000345171,1856,Algeria,Herbarium,326,153225,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621428.Agropyropsis_lolium.a353.fasta
15795,PAFTOL,Poales,Poaceae,Cutandia,Cutandia stenostachya,"Burton, R.M. s.n.  (K)",K001418218,1987,Greece,Herbarium,327,160458,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621429.Cutandia_stenostachya.a353.fasta
15797,PAFTOL,Poales,Poaceae,Zotovia,Zotovia thomsonii,"Moore, L.B. 156763 (K)",K001418226,1965,New Zealand,Herbarium,343,227739,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7621430.Zotovia_thomsonii.a353.fasta
