Specimen ID,Data Source,Order,Family,Genus,Species,Voucher specimen,Specimen barcode,Collection date,Country of origin,Material sampled,No. of genes recovered,No. of bp recovered,Fasta file url
2,PAFTOL,Ranunculales,Circaeasteraceae,Circaeaster,Circaeaster agrestis,"Chase, M.W. 506 (K)",K001275288,2000,Chile,Silica dried,332,138795,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5033191.Circaeaster_agrestis.a353.fasta
4,PAFTOL,Oxalidales,Connaraceae,Rourea,Rourea minor,"Chase, M.W. 1221 (K)",,,,DNA bank,347,213954,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7617900.Rourea_minor.a353.fasta
5,PAFTOL,Oxalidales,Connaraceae,Rourea,Rourea emarginata,"Chase, M.W. 1222 (K)",,,,DNA bank,347,202770,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7617901.Rourea_emarginata.a353.fasta
6,PAFTOL,Caryophyllales,Dioncophyllaceae,Triphyophyllum,Triphyophyllum peltatum,"Chase, M.W. 663 (K)",,,,Silica dried,341,176331,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5006122.Triphyophyllum_peltatum.a353.fasta
9,PAFTOL,Malpighiales,Achariaceae,Erythrospermum,Erythrospermum zeylanicum,"Chase, M.W. 1277 (K)",,,,DNA bank,350,233220,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7617902.Erythrospermum_zeylanicum.a353.fasta
11,PAFTOL,Malpighiales,Achariaceae,Gynocardia,Gynocardia odorata,"Chase, M.W. 1279 (K)",K000370323,2002,Indonesia,Herbarium,351,231738,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7617903.Gynocardia_odorata.a353.fasta
13,PAFTOL,Malpighiales,Achariaceae,Hydnocarpus,Hydnocarpus heterophyllus,"Chase, M.W. 1282 (K)",,,,Herbarium,347,212172,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5033192.Hydnocarpus_heterophyllus.a353.fasta
15,PAFTOL,Malpighiales,Achariaceae,Trichadenia,Trichadenia zeylanica,"Chase, M.W. 1289 (K)",K000370335,,Indonesia,Herbarium,349,230163,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7617904.Trichadenia_zeylanica.a353.fasta
17,PAFTOL,Aquifoliales,Cardiopteridaceae,Gonocaryum,Gonocaryum litorale,"Chase, M.W. 1294 (K)",,,,Silica dried,340,183564,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5006123.Gonocaryum_litorale.a353.fasta
18,PAFTOL,Asparagales,Ixioliriaceae,Ixiolirion,Ixiolirion tataricum,"Chase, M.W. 489 (K)",,,,Live plant,330,156804,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR4180177.Ixiolirion_tataricum.a353.fasta
19,PAFTOL,Malpighiales,Euphorbiaceae,Suregada,Suregada glomerulata,"Chase, M.W. 1326 (K)",,,,DNA bank,346,198045,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7617905.Suregada_glomerulata.a353.fasta
23,PAFTOL,Sapindales,Sapindaceae,Eriocoelum,Eriocoelum sp.,"Chase, M.W. 1350 (K)",,,,DNA bank,347,218679,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5084243.Eriocoelum_sp.a353.fasta
24,PAFTOL,Sapindales,Sapindaceae,Guindilia,Guindilia trinervis,"Chase, M.W. 802 (K)",,,,Silica dried,346,209709,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5033193.Guindilia_trinervis.a353.fasta
25,PAFTOL,Malvales,Sphaerosepalaceae,Rhopalocarpus,Rhopalocarpus lucidus,"Chase, M.W. 906 (K)",,,,Live plant,350,211833,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR4180197.Rhopalocarpus_lucidus.a353.fasta
26,PAFTOL,Asparagales,Lanariaceae,Lanaria,Lanaria lanata,"Goldblatt, P.;  Manning, J.C. 9410 (K)",,,,Silica dried,348,207636,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR4180079.Lanaria_lanata.a353.fasta
27,PAFTOL,Ericales,Tetrameristaceae,Tetramerista,Tetramerista sp.,"Coode, M. J. E. 7925 (K)",,,,Silica dried,344,186252,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR4180196.Tetramerista_sp.a353.fasta
28,PAFTOL,Austrobaileyales,Trimeniaceae,Trimenia,Trimenia moorei,"Chase, M.W. 455 (K)",,,,Silica dried,339,146094,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5006124.Trimenia_moorei.a353.fasta
29,PAFTOL,Zygophyllales,Zygophyllaceae,Viscainoa,Viscainoa geniculata,"Sheahan, M-C. s.n.; 925 (K)",,,,Silica dried,348,216537,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR4180056.Viscainoa_geniculata.a353.fasta
30,PAFTOL,Zygophyllales,Zygophyllaceae,Zygophyllum,Zygophyllum fabago,"Chase, M.W. 516 (K)",,,,Live plant,337,185529,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR4180043.Zygophyllum_fabago.a353.fasta
31,PAFTOL,Dilleniales,Dilleniaceae,Curatella,Curatella americana,"Chase, M.W. 973 (K)",,1992,,Live plant,348,201183,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5006125.Curatella_americana.a353.fasta
32,PAFTOL,Buxales,Buxaceae,Didymeles,Didymeles perrieri,"Andrianantoanina, O. 387 (K)",,,,DNA bank,337,171618,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR4180131.Didymeles_perrieri.a353.fasta
33,PAFTOL,Malpighiales,Humiriaceae,Duckesia,Duckesia verrucosa,Vintencini 3.401 (K),,,,DNA bank,349,214689,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5006126.Duckesia_verrucosa.a353.fasta
34,PAFTOL,Garryales,Garryaceae,Garrya,Garrya elliptica,"Chase, M.W. 1098 (K)",,,,Live plant,347,194193,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR4180038.Garrya_elliptica.a353.fasta
35,PAFTOL,Piperales,Aristolochiaceae,Lactoris,Lactoris fernandeziana,"Chase, M.W. 1014 (K)",,,,Live plant,344,187023,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR4180046.Lactoris_fernandeziana.a353.fasta
36,PAFTOL,Vitales,Vitaceae,Parthenocissus,Parthenocissus quinquefolia,"Chase, M.W. 967 (K)",,,,Live plant,348,205626,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR4180144.Parthenocissus_quinquefolia.a353.fasta
39,PAFTOL,Caryophyllales,Asteropeiaceae,Asteropeia,Asteropeia micraster,Civeyrel s.n.; 1261 (K),,,,Silica dried,349,193185,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR3672046.Asteropeia_micraster.a353.fasta
41,PAFTOL,Malpighiales,Lacistemataceae,Lacistema,Lacistema aggregatum,R.T.Pennington et al. 583 (K),,,,Herbarium,345,216273,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR4179965.Lacistema_aggregatum.a353.fasta
42,PAFTOL,Sapindales,Sapindaceae,Billia,Billia hippocastanum,Pennington & Zamora 604 (K),,,,DNA bank,350,235929,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5033194.Billia_hippocastanum.a353.fasta
47,PAFTOL,Santalales,Opiliaceae,Opilia,Opilia sp.,"Chase, M.W. 1902 (K)",,,,Live plant,321,123510,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5084323.Opilia_sp.a353.fasta
48,PAFTOL,Petrosaviales,Petrosaviaceae,Petrosavia,Petrosavia stellaris,Cameron 2154 (K),,,,Silica dried,307,136914,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR4180173.Petrosavia_stellaris.a353.fasta
50,PAFTOL,Sapindales,Sapindaceae,Diploglottis,Diploglottis campbellii,"Chase, M.W. 2048 (K)",,,,DNA bank,350,235314,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5033195.Diploglottis_campbellii.a353.fasta
51,PAFTOL,Sapindales,Sapindaceae,Mischocarpus,Mischocarpus pyriformis,"Chase, M.W. 2059 (K)",,,,DNA bank,350,210126,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5033196.Mischocarpus_pyriformis.a353.fasta
52,PAFTOL,Malpighiales,Euphorbiaceae,Monotaxis,Monotaxis bracteata,"Chase, M.W. 2162 (K)",,,,DNA bank,346,200514,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5034623.Monotaxis_bracteata.a353.fasta
53,PAFTOL,Sapindales,Sapindaceae,Diplopeltis,Diplopeltis huegelii,"Chase, M.W. 2192 (K)",,,,DNA bank,347,225684,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5033197.Diplopeltis_huegelii.a353.fasta
54,PAFTOL,Poales,Cyperaceae,Mesomelaena,Mesomelaena tetragona,"Chase, M.W. 2227 (K)",,,,DNA bank,320,142536,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5033198.Mesomelaena_tetragona.a353.fasta
55,PAFTOL,Arecales,Dasypogonaceae,Dasypogon,Dasypogon bromeliifolius,"Chase, M.W. 2229 (K)",,,,Silica dried,346,187122,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR4180000.Dasypogon_bromeliifolius.a353.fasta
56,PAFTOL,Malpighiales,Chrysobalanaceae,Atuna,Atuna excelsa,"Chase, M.W. 2118 (K)",,,,DNA bank,342,192540,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7617906.Atuna_excelsa.a353.fasta
57,PAFTOL,Malpighiales,Chrysobalanaceae,Angelesia,Angelesia splendens,"Chase, M.W. 2120 (K)",,,,DNA bank,343,192984,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7617907.Angelesia_splendens.a353.fasta
58,PAFTOL,Malpighiales,Euphorbiaceae,Vernicia,Vernicia montana,"Chase, M.W. 2105 (K)",,,,DNA bank,348,209145,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5033199.Vernicia_montana.a353.fasta
59,PAFTOL,Sapindales,Sapindaceae,Arfeuillea,Arfeuillea arborescens,"Chase, M.W. 2122 (K)",,,,DNA bank,346,205380,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5033200.Arfeuillea_arborescens.a353.fasta
60,PAFTOL,Sapindales,Sapindaceae,Arytera,Arytera litoralis,"Chase, M.W. 2123 (K)",,,,DNA bank,346,227586,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5034624.Arytera_litoralis.a353.fasta
61,PAFTOL,Sapindales,Sapindaceae,Blighia,Blighia sapida,"Chase, M.W. 2124 (K)",,,,DNA bank,349,217035,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5033201.Blighia_sapida.a353.fasta
62,PAFTOL,Sapindales,Sapindaceae,Cubilia,Cubilia cubili,"Chase, M.W. 2125 (K)",,,,DNA bank,347,229191,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5033202.Cubilia_cubili.a353.fasta
63,PAFTOL,Sapindales,Sapindaceae,Euphorianthus,Euphorianthus euneurus,"Chase, M.W. 2126 (K)",,,,DNA bank,350,186093,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5034625.Euphorianthus_euneurus.a353.fasta
64,PAFTOL,Sapindales,Sapindaceae,Eurycorymbus,Eurycorymbus cavaleriei,"Chase, M.W. 2127 (K)",,,,DNA bank,346,204603,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5033203.Eurycorymbus_cavaleriei.a353.fasta
65,PAFTOL,Sapindales,Sapindaceae,Filicium,Filicium decipiens,"Chase, M.W. 2128 (K)",,,,DNA bank,347,209667,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5033204.Filicium_decipiens.a353.fasta
66,PAFTOL,Sapindales,Sapindaceae,Ganophyllum,Ganophyllum falcatum,"Chase, M.W. 2129 (K)",,,,DNA bank,347,221811,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5033205.Ganophyllum_falcatum.a353.fasta
67,PAFTOL,Sapindales,Sapindaceae,Jagera,Jagera javanica,"Chase, M.W. 2130 (K)",,,,DNA bank,348,215172,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5033206.Jagera_javanica.a353.fasta
68,PAFTOL,Sapindales,Sapindaceae,Litchi,Litchi chinensis,"Chase, M.W. 2131 (K)",,,,DNA bank,345,225216,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5033207.Litchi_chinensis.a353.fasta
69,PAFTOL,Sapindales,Sapindaceae,Matayba,Matayba sp.,"Chase, M.W. 2132 (K)",,,,DNA bank,345,224475,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5084244.Matayba_sp.a353.fasta
70,PAFTOL,Sapindales,Sapindaceae,Sapindus,Sapindus saponaria,"Chase, M.W. 2136 (K)",,,,DNA bank,347,212010,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5033208.Sapindus_saponaria.a353.fasta
71,PAFTOL,Sapindales,Sapindaceae,Serjania,Serjania communis,"Chase, M.W. 2138 (K)",,,,DNA bank,335,168942,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5033209.Serjania_communis.a353.fasta
72,PAFTOL,Sapindales,Sapindaceae,Tristira,Tristira triptera,"Chase, M.W. 2139 (K)",,,,DNA bank,350,232908,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5033210.Tristira_triptera.a353.fasta
73,PAFTOL,Sapindales,Sapindaceae,Xerospermum,Xerospermum noronhianum,"Chase, M.W. 2140 (K)",,,,DNA bank,348,214311,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5033211.Xerospermum_noronhianum.a353.fasta
74,PAFTOL,Celastrales,Lepidobotryaceae,Ruptiliocarpon,Ruptiliocarpon caracolito,"Pennington, T 631 (K)",K000696190,,,Herbarium,347,219921,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.SRR7451103.Ruptiliocarpon_caracolito.a353.fasta
75,PAFTOL,Sapindales,Sapindaceae,Talisia,Talisia nervosa,"Pennington, T 628 (K)",,,,DNA bank,350,227310,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5033212.Talisia_nervosa.a353.fasta
83,PAFTOL,Malvales,Dipterocarpaceae,Anisoptera,Anisoptera marginata,"Chase, M.W. 2486 (K)",,,,Live plant,348,228303,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR4180094.Anisoptera_marginata.a353.fasta
85,PAFTOL,Ericales,Cyrillaceae,Cyrilla,Cyrilla racemiflora,"Chase, M.W. 2531 (K)",,,,Live plant,348,216732,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.SRR7451102.Cyrilla_racemiflora.a353.fasta
86,PAFTOL,Caryophyllales,Didiereaceae,Alluaudia,Alluaudia ascendens,"Chase, M.W. 2543 (K)",,,,Live plant,348,207630,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR4179980.Alluaudia_ascendens.a353.fasta
87,PAFTOL,Oxalidales,Oxalidaceae,Dapania,Dapania racemosa,Ambri & Arifin 1014 (K),,1992,,DNA bank,351,235626,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7617908.Dapania_racemosa.a353.fasta
95,PAFTOL,Huerteales,Petenaeaceae,Petenaea,Petenaea cordata,Pennington & MacQueen 13427 (K),,1991,,Herbarium,348,208932,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR4180020.Petenaea_cordata.a353.fasta
96,PAFTOL,Poales,Cyperaceae,Lepironia,Lepironia articulata,"Simpson, D . 1236 (K)",K000498721,1993,Thailand,DNA bank,334,147147,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5033214.Lepironia_articulata.a353.fasta
97,PAFTOL,Poales,Cyperaceae,Hypolytrum,Hypolytrum nemorum,"Simpson, D . 1379 (K)",,,,DNA bank,333,153582,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5033215.Hypolytrum_nemorum.a353.fasta
98,PAFTOL,Poales,Cyperaceae,Cyperus,Cyperus laevigatus,"Muasya, A.M. 1042 (K)",,,,DNA bank,322,149499,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR3650073.Cyperus_laevigatus.a353.fasta
99,PAFTOL,Poales,Cyperaceae,Cyperus,Cyperus blepharoleptos,Richards 13318 (K),,,,DNA bank,328,132111,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5033216.Cyperus_blepharoleptos.a353.fasta
100,PAFTOL,Poales,Cyperaceae,Hellmuthia,Hellmuthia membranacea,Weerderman et al. 269 (K),,,,DNA bank,320,141063,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR4969775.Hellmuthia_membranacea.a353.fasta
102,PAFTOL,Poales,Cyperaceae,Coleochloa,Coleochloa abyssinica,Vollesen 80/2 (K),,,,DNA bank,312,128772,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5033217.Coleochloa_abyssinica.a353.fasta
103,PAFTOL,Poales,Cyperaceae,Actinoscirpus,Actinoscirpus sp.,"Simpson, D . 2660 (K)",,,,DNA bank,321,159084,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR4969776.Actinoscirpus_sp.a353.fasta
106,PAFTOL,Malpighiales,Euphorbiaceae,Dysopsis,Dysopsis glechomoides,"Solbrig, Wallen;  Moore 3815 (K)",,,,DNA bank,343,169092,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7617909.Dysopsis_glechomoides.a353.fasta
110,PAFTOL,Sapindales,Sapindaceae,Ungnadia,Ungnadia speciosa,"Chase, M.W. 2854 (K)",,,,Silica dried,352,214404,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5033218.Ungnadia_speciosa.a353.fasta
111,PAFTOL,Sapindales,Sapindaceae,Diatenopteryx,Diatenopteryx sorbifolia,Tressens 3504 (K),,,,DNA bank,347,237810,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5006127.Diatenopteryx_sorbifolia.a353.fasta
112,PAFTOL,Sapindales,Sapindaceae,Bridgesia,Bridgesia incisifolia,Killip & Pisano 39778 (K),,1948,,Herbarium,347,202734,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5033219.Bridgesia_incisifolia.a353.fasta
115,PAFTOL,Malpighiales,Bonnetiaceae,Bonnetia,Bonnetia ahogadoi,Weitzman et al. 409 (K),,,,DNA bank,321,137874,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR4179967.Bonnetia_ahogadoi.a353.fasta
116,PAFTOL,Geraniales,Francoaceae,Viviania,Viviania marifolia,"Chase, M.W. 2995 (K)",,1994,Chile,Silica dried,337,159174,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR4180096.Viviania_marifolia.a353.fasta
125,PAFTOL,Malpighiales,Achariaceae,Mayna,Mayna odorata,"Cazalet, P.C.D.; Pennington, T.D. 7586 (K)",K000370329,1962,Ecuador,Herbarium,348,218844,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5033220.Mayna_odorata.a353.fasta
128,PAFTOL,Solanales,Hydroleaceae,Hydrolea,Hydrolea sp.,AP5 (K),,,,DNA bank,347,201321,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR4180195.Hydrolea_sp.a353.fasta
132,PAFTOL,Sapindales,Sapindaceae,Thouinia,Thouinia acuminata,Liston 6332 (K),,1987,,Herbarium,349,219129,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5033221.Thouinia_acuminata.a353.fasta
135,PAFTOL,Myrtales,Vochysiaceae,Callisthene,Callisthene fasciculata,"Little, D. 52 (K)",,1980,,Herbarium,344,204339,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR4180044.Callisthene_fasciculata.a353.fasta
136,PAFTOL,Alismatales,Tofieldiaceae,Tofieldia,Tofieldia sp.,"Chase, M.W. 3691 (K)",,,,Silica dried,345,181527,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR4180194.Tofieldia_sp.a353.fasta
138,PAFTOL,Sapindales,Sapindaceae,Pseudopteris,Pseudopteris decipiens,Kakazomannjary 12529 (K),,1954,,Herbarium,347,211695,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5006128.Pseudopteris_decipiens.a353.fasta
139,PAFTOL,Sapindales,Sapindaceae,Cupania,Cupania rubiginosa,Mori 8868 (K),,1977,,Herbarium,346,229722,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5006129.Cupania_rubiginosa.a353.fasta
140,PAFTOL,Sapindales,Sapindaceae,Majidea,Majidea zanguebarica,Verdcourt 2128 (K),,1958,,Herbarium,346,228378,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5006130.Majidea_zanguebarica.a353.fasta
141,PAFTOL,Sapindales,Sapindaceae,Magonia,Magonia pubescens,Mori 16966 (K),,1984,,Herbarium,329,103764,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5006131.Magonia_pubescens.a353.fasta
143,PAFTOL,Sapindales,Sapindaceae,Delavaya,Delavaya toxocarpa,Forrest 20682 (K),,1921,,Herbarium,346,202830,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5033222.Delavaya_toxocarpa.a353.fasta
144,PAFTOL,Laurales,Hernandiaceae,Hernandia,Hernandia nymphaeifolia,"Chase, M.W. 3837 (K)",,,,Live plant,343,179154,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR4180128.Hernandia_nymphaeifolia.a353.fasta
145,PAFTOL,Austrobaileyales,Schisandraceae,Schisandra,Schisandra rubriflora,"Chase, M.W. 3849 (K)",,,,Live plant,310,114978,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR4180153.Schisandra_rubriflora.a353.fasta
146,PAFTOL,Zingiberales,Costaceae,Costus,Costus woodsonii,"Chase, M.W. 3911 (K)",,,,Live plant,342,160839,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR4180208.Costus_woodsonii.a353.fasta
148,PAFTOL,Malpighiales,Trigoniaceae,Trigonia,Trigonia eriosperma,"Prance, G. 30842 (K)",,,,DNA bank,346,218202,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR4180042.Trigonia_eriosperma.a353.fasta
149,PAFTOL,Asparagales,Orchidaceae,Tropidia,Tropidia curculigoides,Kores s.n.; 3844 (K),,,,DNA bank,266,78762,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5033223.Tropidia_curculigoides.a353.fasta
150,PAFTOL,Zingiberales,Musaceae,Ensete,Ensete superbum,"Chase, M.W. 5573 (K)",,,,Live plant,347,195945,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR4180175.Ensete_superbum.a353.fasta
152,PAFTOL,Malpighiales,Achariaceae,Kiggelaria,Kiggelaria africana,"Chase, M.W. 5607 (K)",K000370325,,South Africa,Silica dried,350,239832,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5033224.Kiggelaria_africana.a353.fasta
153,PAFTOL,Asparagales,Orchidaceae,Cyrtostylis,Cyrtostylis reniformis,Kores & Molvray s.n.; 4015 (K),,,,DNA bank,230,61482,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5033225.Cyrtostylis_reniformis.a353.fasta
155,PAFTOL,Malpighiales,Achariaceae,Dasylepis,Dasylepis seretii,Harris 5503 (K),,1996,,DNA bank,348,230220,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7617910.Dasylepis_seretii.a353.fasta
156,PAFTOL,Vahliales,Vahliaceae,Vahlia,Vahlia capensis,"Chase, M.W. 5885 (K)",,,,Silica dried,344,203700,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.SRR7451105.Vahlia_capensis.a353.fasta
157,PAFTOL,Dioscoreales,Burmanniaceae,Burmannia,Burmannia longifolia,"Johns, R.J. 9157 (K)",,1997,,Silica dried,318,111582,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR4180083.Burmannia_longifolia.a353.fasta
158,PAFTOL,Asparagales,Orchidaceae,Cattleya,Cattleya labiata,"Berg, C. van den 53 (K)",,,,DNA bank,342,168975,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5033226.Cattleya_labiata.a353.fasta
161,PAFTOL,Poales,Mayacaceae,Mayaca,Mayaca fluviatilis,"Faria, A.D.; et al. 97837 (K)",,,,DNA bank,299,108639,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR4180050.Mayaca_fluviatilis.a353.fasta
166,PAFTOL,Sapindales,Sapindaceae,Pappea,Pappea capensis,"Chase, M.W. 6585 (K)",,,,DNA bank,350,217614,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5033227.Pappea_capensis.a353.fasta
168,PAFTOL,Alismatales,Zosteraceae,Zostera,Zostera marina,"Savolainen, V. 98/3 (K)",,,,Silica dried,320,140391,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR4180097.Zostera_marina.a353.fasta
171,PAFTOL,Caryophyllales,Montiaceae,Calandrinia,Calandrinia ciliata,"Chase, M.W. 6996 (K)",,,,Live plant,340,193683,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR4180045.Calandrinia_ciliata.a353.fasta
173,PAFTOL,Asparagales,Orchidaceae,Eria,Eria javanica,RBG Kew DNA Bank 5516,,,,DNA bank,283,89619,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5033228.Eria_javanica.a353.fasta
174,PAFTOL,Asparagales,Orchidaceae,Orchis,Orchis militaris,"Civeyrel, Chase;  Fay s.n.; 5536 (K)",,,,DNA bank,261,80466,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5033229.Orchis_militaris.a353.fasta
177,PAFTOL,Fabales,Fabaceae,Fissicalyx,Fissicalyx fendleri,"Wurdack, J.J. 34436 (K)",K000556957,1953,Venezuela (Bolivarian Republic of),Herbarium,339,198018,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7617911.Fissicalyx_fendleri.a353.fasta
