Species,Order,Family,Genus,Fasta file url,Alternative url
Austrocallerya megasperma,Fabales,Fabaceae,Austrocallerya,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7618734.Austrocallerya_megasperma.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Fabales/Fabaceae/INSDC.ERR7618734.Austrocallerya_megasperma.a353.fasta
Cathormion umbellatum,Fabales,Fabaceae,Cathormion,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7618735.Cathormion_umbellatum.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Fabales/Fabaceae/INSDC.ERR7618735.Cathormion_umbellatum.a353.fasta
Dichrostachys cinerea,Fabales,Fabaceae,Dichrostachys,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7618736.Dichrostachys_cinerea.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Fabales/Fabaceae/INSDC.ERR7618736.Dichrostachys_cinerea.a353.fasta
Erythrina lysistemon,Fabales,Fabaceae,Erythrina,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7618737.Erythrina_lysistemon.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Fabales/Fabaceae/INSDC.ERR7618737.Erythrina_lysistemon.a353.fasta
Gigasiphon macrosiphon,Fabales,Fabaceae,Gigasiphon,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7618738.Gigasiphon_macrosiphon.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Fabales/Fabaceae/INSDC.ERR7618738.Gigasiphon_macrosiphon.a353.fasta
Intsia palembanica,Fabales,Fabaceae,Intsia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5034018.Intsia_palembanica.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Fabales/Fabaceae/INSDC.ERR5034018.Intsia_palembanica.a353.fasta
Cynometra lenticellata,Fabales,Fabaceae,Cynometra,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5034834.Cynometra_lenticellata.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Fabales/Fabaceae/INSDC.ERR5034834.Cynometra_lenticellata.a353.fasta
Millettia grandis,Fabales,Fabaceae,Millettia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7618739.Millettia_grandis.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Fabales/Fabaceae/INSDC.ERR7618739.Millettia_grandis.a353.fasta
Mimosa pudica,Fabales,Fabaceae,Mimosa,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7618740.Mimosa_pudica.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Fabales/Fabaceae/INSDC.ERR7618740.Mimosa_pudica.a353.fasta
Pararchidendron pruinosum,Fabales,Fabaceae,Pararchidendron,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7618741.Pararchidendron_pruinosum.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Fabales/Fabaceae/INSDC.ERR7618741.Pararchidendron_pruinosum.a353.fasta
Falcataria falcata,Fabales,Fabaceae,Falcataria,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7618742.Falcataria_falcata.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Fabales/Fabaceae/INSDC.ERR7618742.Falcataria_falcata.a353.fasta
Parkia bicolor,Fabales,Fabaceae,Parkia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7618743.Parkia_bicolor.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Fabales/Fabaceae/INSDC.ERR7618743.Parkia_bicolor.a353.fasta
Peltophorum africanum,Fabales,Fabaceae,Peltophorum,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7618744.Peltophorum_africanum.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Fabales/Fabaceae/INSDC.ERR7618744.Peltophorum_africanum.a353.fasta
Pericopsis sp.,Fabales,Fabaceae,Pericopsis,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7618745.Pericopsis_sp.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Fabales/Fabaceae/INSDC.ERR7618745.Pericopsis_sp.a353.fasta
Eriandra fragrans,Fabales,Polygalaceae,Eriandra,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7618746.Eriandra_fragrans.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Fabales/Polygalaceae/INSDC.ERR7618746.Eriandra_fragrans.a353.fasta
Suriana maritima,Fabales,Surianaceae,Suriana,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7618747.Suriana_maritima.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Fabales/Surianaceae/INSDC.ERR7618747.Suriana_maritima.a353.fasta
Alphitonia excelsa,Rosales,Rhamnaceae,Alphitonia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7618748.Alphitonia_excelsa.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Rosales/Rhamnaceae/INSDC.ERR7618748.Alphitonia_excelsa.a353.fasta
Emmenosperma alphitonioides,Rosales,Rhamnaceae,Emmenosperma,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7618749.Emmenosperma_alphitonioides.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Rosales/Rhamnaceae/INSDC.ERR7618749.Emmenosperma_alphitonioides.a353.fasta
Dimorphanthera dekockii,Ericales,Ericaceae,Dimorphanthera,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7618750.Dimorphanthera_dekockii.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Ericales/Ericaceae/INSDC.ERR7618750.Dimorphanthera_dekockii.a353.fasta
Leucopogon australis,Ericales,Ericaceae,Leucopogon,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7618751.Leucopogon_australis.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Ericales/Ericaceae/INSDC.ERR7618751.Leucopogon_australis.a353.fasta
Chydenanthus excelsus,Ericales,Lecythidaceae,Chydenanthus,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7618752.Chydenanthus_excelsus.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Ericales/Lecythidaceae/INSDC.ERR7618752.Chydenanthus_excelsus.a353.fasta
Planchonia valida,Ericales,Lecythidaceae,Planchonia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7618753.Planchonia_valida.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Ericales/Lecythidaceae/INSDC.ERR7618753.Planchonia_valida.a353.fasta
Eurya japonica,Ericales,Pentaphylacaceae,Eurya,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7618754.Eurya_japonica.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Ericales/Pentaphylacaceae/INSDC.ERR7618754.Eurya_japonica.a353.fasta
Discocalyx sp.,Ericales,Primulaceae,Discocalyx,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7618755.Discocalyx_sp.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Ericales/Primulaceae/INSDC.ERR7618755.Discocalyx_sp.a353.fasta
Fittingia tuberculata,Ericales,Primulaceae,Fittingia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7618756.Fittingia_tuberculata.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Ericales/Primulaceae/INSDC.ERR7618756.Fittingia_tuberculata.a353.fasta
Myrsine sandwicensis,Ericales,Primulaceae,Myrsine,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7618757.Myrsine_sandwicensis.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Ericales/Primulaceae/INSDC.ERR7618757.Myrsine_sandwicensis.a353.fasta
Tapeinosperma storezii,Ericales,Primulaceae,Tapeinosperma,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7618758.Tapeinosperma_storezii.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Ericales/Primulaceae/INSDC.ERR7618758.Tapeinosperma_storezii.a353.fasta
Amorphospermum antilogum,Ericales,Sapotaceae,Amorphospermum,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7618759.Amorphospermum_antilogum.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Ericales/Sapotaceae/INSDC.ERR7618759.Amorphospermum_antilogum.a353.fasta
Donella viridifolia,Ericales,Sapotaceae,Donella,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7618760.Donella_viridifolia.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Ericales/Sapotaceae/INSDC.ERR7618760.Donella_viridifolia.a353.fasta
Mimusops elengi,Ericales,Sapotaceae,Mimusops,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7618761.Mimusops_elengi.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Ericales/Sapotaceae/INSDC.ERR7618761.Mimusops_elengi.a353.fasta
Planchonella eerwah,Ericales,Sapotaceae,Planchonella,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7618762.Planchonella_eerwah.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Ericales/Sapotaceae/INSDC.ERR7618762.Planchonella_eerwah.a353.fasta
Planchonella orkor,Ericales,Sapotaceae,Planchonella,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7618763.Planchonella_orkor.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Ericales/Sapotaceae/INSDC.ERR7618763.Planchonella_orkor.a353.fasta
Sarcosperma laurinum,Ericales,Sapotaceae,Sarcosperma,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7618764.Sarcosperma_laurinum.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Ericales/Sapotaceae/INSDC.ERR7618764.Sarcosperma_laurinum.a353.fasta
Citronella paniculata,Aquifoliales,Cardiopteridaceae,Citronella,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7618765.Citronella_paniculata.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Aquifoliales/Cardiopteridaceae/INSDC.ERR7618765.Citronella_paniculata.a353.fasta
Pseudobotrys cauliflora,Aquifoliales,Cardiopteridaceae,Pseudobotrys,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7618766.Pseudobotrys_cauliflora.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Aquifoliales/Cardiopteridaceae/INSDC.ERR7618766.Pseudobotrys_cauliflora.a353.fasta
Cordia myxa,Boraginales,Boraginaceae,Cordia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5970511.Cordia_myxa.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Boraginales/Boraginaceae/INSDC.ERR5970511.Cordia_myxa.a353.fasta
Alstonia scholaris,Gentianales,Apocynaceae,Alstonia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5034019.Alstonia_scholaris.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Gentianales/Apocynaceae/INSDC.ERR5034019.Alstonia_scholaris.a353.fasta
Lepinia taitensis,Gentianales,Apocynaceae,Lepinia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5034020.Lepinia_taitensis.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Gentianales/Apocynaceae/INSDC.ERR5034020.Lepinia_taitensis.a353.fasta
Rauvolfia vomitoria,Gentianales,Apocynaceae,Rauvolfia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5034021.Rauvolfia_vomitoria.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Gentianales/Apocynaceae/INSDC.ERR5034021.Rauvolfia_vomitoria.a353.fasta
Geniostoma borbonicum,Gentianales,Loganiaceae,Geniostoma,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5034022.Geniostoma_borbonicum.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Gentianales/Loganiaceae/INSDC.ERR5034022.Geniostoma_borbonicum.a353.fasta
Atractocarpus stipularis,Gentianales,Rubiaceae,Atractocarpus,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5034023.Atractocarpus_stipularis.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Gentianales/Rubiaceae/INSDC.ERR5034023.Atractocarpus_stipularis.a353.fasta
Bikkia tetrandra,Gentianales,Rubiaceae,Bikkia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5034024.Bikkia_tetrandra.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Gentianales/Rubiaceae/INSDC.ERR5034024.Bikkia_tetrandra.a353.fasta
Coprosma longifolia,Gentianales,Rubiaceae,Coprosma,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5034025.Coprosma_longifolia.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Gentianales/Rubiaceae/INSDC.ERR5034025.Coprosma_longifolia.a353.fasta
Cyclophyllum barbatum,Gentianales,Rubiaceae,Cyclophyllum,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5034026.Cyclophyllum_barbatum.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Gentianales/Rubiaceae/INSDC.ERR5034026.Cyclophyllum_barbatum.a353.fasta
Discospermum malaccense,Gentianales,Rubiaceae,Discospermum,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5034837.Discospermum_malaccense.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Gentianales/Rubiaceae/INSDC.ERR5034837.Discospermum_malaccense.a353.fasta
Kajewskiella trichantha,Gentianales,Rubiaceae,Kajewskiella,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5034838.Kajewskiella_trichantha.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Gentianales/Rubiaceae/INSDC.ERR5034838.Kajewskiella_trichantha.a353.fasta
Mastixiodendron pachyclados,Gentianales,Rubiaceae,Mastixiodendron,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7618767.Mastixiodendron_pachyclados.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Gentianales/Rubiaceae/INSDC.ERR7618767.Mastixiodendron_pachyclados.a353.fasta
Mitragyna inermis,Gentianales,Rubiaceae,Mitragyna,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5034027.Mitragyna_inermis.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Gentianales/Rubiaceae/INSDC.ERR5034027.Mitragyna_inermis.a353.fasta
Neolamarckia cadamba,Gentianales,Rubiaceae,Neolamarckia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5034028.Neolamarckia_cadamba.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Gentianales/Rubiaceae/INSDC.ERR5034028.Neolamarckia_cadamba.a353.fasta
Pachystylus zippelianus,Gentianales,Rubiaceae,Pachystylus,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5034839.Pachystylus_zippelianus.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Gentianales/Rubiaceae/INSDC.ERR5034839.Pachystylus_zippelianus.a353.fasta
Pavetta ternifolia,Gentianales,Rubiaceae,Pavetta,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5034029.Pavetta_ternifolia.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Gentianales/Rubiaceae/INSDC.ERR5034029.Pavetta_ternifolia.a353.fasta
Psydrax odoratus,Gentianales,Rubiaceae,Psydrax,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5034840.Psydrax_odoratus.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Gentianales/Rubiaceae/INSDC.ERR5034840.Psydrax_odoratus.a353.fasta
Scyphiphora hydrophylacea,Gentianales,Rubiaceae,Scyphiphora,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5034841.Scyphiphora_hydrophylacea.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Gentianales/Rubiaceae/INSDC.ERR5034841.Scyphiphora_hydrophylacea.a353.fasta
Tarenna pulchra,Gentianales,Rubiaceae,Tarenna,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5034842.Tarenna_pulchra.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Gentianales/Rubiaceae/INSDC.ERR5034842.Tarenna_pulchra.a353.fasta
Spathodea campanulata,Lamiales,Bignoniaceae,Spathodea,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7618768.Spathodea_campanulata.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Lamiales/Bignoniaceae/INSDC.ERR7618768.Spathodea_campanulata.a353.fasta
Cyrtandra sp.,Lamiales,Gesneriaceae,Cyrtandra,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7618769.Cyrtandra_sp.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Lamiales/Gesneriaceae/INSDC.ERR7618769.Cyrtandra_sp.a353.fasta
Clerodendrum trichotomum,Lamiales,Lamiaceae,Clerodendrum,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7618770.Clerodendrum_trichotomum.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Lamiales/Lamiaceae/INSDC.ERR7618770.Clerodendrum_trichotomum.a353.fasta
Teijsmanniodendron bogoriense,Lamiales,Lamiaceae,Teijsmanniodendron,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7618771.Teijsmanniodendron_bogoriense.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Lamiales/Lamiaceae/INSDC.ERR7618771.Teijsmanniodendron_bogoriense.a353.fasta
Myoporum montanum,Lamiales,Scrophulariaceae,Myoporum,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7618772.Myoporum_montanum.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Lamiales/Scrophulariaceae/INSDC.ERR7618772.Myoporum_montanum.a353.fasta
Polyscias rodriguesiana,Apiales,Araliaceae,Polyscias,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7618773.Polyscias_rodriguesiana.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Apiales/Araliaceae/INSDC.ERR7618773.Polyscias_rodriguesiana.a353.fasta
Harmsiopanax ingens,Apiales,Araliaceae,Harmsiopanax,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7618774.Harmsiopanax_ingens.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Apiales/Araliaceae/INSDC.ERR7618774.Harmsiopanax_ingens.a353.fasta
Olearia axillaris,Asterales,Asteraceae,Olearia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7618775.Olearia_axillaris.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Asterales/Asteraceae/INSDC.ERR7618775.Olearia_axillaris.a353.fasta
Cyanthillium wollastonii,Asterales,Asteraceae,Cyanthillium,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7618776.Cyanthillium_wollastonii.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Asterales/Asteraceae/INSDC.ERR7618776.Cyanthillium_wollastonii.a353.fasta
Carpodetus sp.,Asterales,Rousseaceae,Carpodetus,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7618777.Carpodetus_sp.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Asterales/Rousseaceae/INSDC.ERR7618777.Carpodetus_sp.a353.fasta
Pipturus montanus,Rosales,Urticaceae,Pipturus,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5034843.Pipturus_montanus.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Rosales/Urticaceae/INSDC.ERR5034843.Pipturus_montanus.a353.fasta
Eleutherostylis renistipulata,Malvales,Malvaceae,Eleutherostylis,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7618778.Eleutherostylis_renistipulata.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Malvales/Malvaceae/INSDC.ERR7618778.Eleutherostylis_renistipulata.a353.fasta
Spiraeanthemum pulleanum,Oxalidales,Cunoniaceae,Spiraeanthemum,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7618779.Spiraeanthemum_pulleanum.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Oxalidales/Cunoniaceae/INSDC.ERR7618779.Spiraeanthemum_pulleanum.a353.fasta
Brassiantha pentamera,Celastrales,Celastraceae,Brassiantha,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7618780.Brassiantha_pentamera.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Celastrales/Celastraceae/INSDC.ERR7618780.Brassiantha_pentamera.a353.fasta
Bruinsmia styracoides,Ericales,Styracaceae,Bruinsmia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7618781.Bruinsmia_styracoides.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Ericales/Styracaceae/INSDC.ERR7618781.Bruinsmia_styracoides.a353.fasta
Lepinia solomonensis,Gentianales,Apocynaceae,Lepinia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5034844.Lepinia_solomonensis.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Gentianales/Apocynaceae/INSDC.ERR5034844.Lepinia_solomonensis.a353.fasta
Biancaea sappan,Fabales,Fabaceae,Biancaea,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7618782.Biancaea_sappan.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Fabales/Fabaceae/INSDC.ERR7618782.Biancaea_sappan.a353.fasta
Styphnolobium japonicum,Fabales,Fabaceae,Styphnolobium,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7618783.Styphnolobium_japonicum.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Fabales/Fabaceae/INSDC.ERR7618783.Styphnolobium_japonicum.a353.fasta
Sumbaviopsis albicans,Malpighiales,Euphorbiaceae,Sumbaviopsis,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7618784.Sumbaviopsis_albicans.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Malpighiales/Euphorbiaceae/INSDC.ERR7618784.Sumbaviopsis_albicans.a353.fasta
Amyrea humbertii,Malpighiales,Euphorbiaceae,Amyrea,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7618785.Amyrea_humbertii.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Malpighiales/Euphorbiaceae/INSDC.ERR7618785.Amyrea_humbertii.a353.fasta
Dictyoneura obtusa,Sapindales,Sapindaceae,Dictyoneura,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5034030.Dictyoneura_obtusa.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Sapindaceae/INSDC.ERR5034030.Dictyoneura_obtusa.a353.fasta
Ellipanthus sp.,Oxalidales,Connaraceae,Ellipanthus,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR5084299.Ellipanthus_sp.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Oxalidales/Connaraceae/INSDC.ERR5084299.Ellipanthus_sp.a353.fasta
Apuleia sp.,Fabales,Fabaceae,Apuleia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7618786.Apuleia_sp.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Fabales/Fabaceae/INSDC.ERR7618786.Apuleia_sp.a353.fasta
